iditem,documento,titulo,idCurricula
23094,17. Profesionalismo,INTERNO 17,38
23095,18. Responsabilidad,INTERNO 18,38
23096,19. Servicio al Cliente,INTERNO 19,38
23097,20. Enfoque a Resultados,INTERNO 20,38
23098,ICT-RH-019-19,Inducción,39
23099,ICT-RH-017-19,Sistema de Capacitación,39
23100,IT/001/ST,Recepción de muestras,39
23101,IT/004/ST,Manejo de Muestras en la Bodega de Laboratorio,39
23102,IT/002/LA,Supervisión de Personal,39
23103,IT/004/LA,Determinación del Cálculo de Incertidumbre.,39
23104,IT/005/LA,Aseguramiento de calidad de los resultados de ensayos,39
23105,IT/006/LA,Solicitud de Compras de Materiales de  Laboratorio,39
23106,IT/001/LSRT,Evaluación  del  contenido  de  plomo  de preparaciones de muestras  de pinturas y recubrimientos de superficies pintadas según  CPSC-CH-E1003-09.1  y la norma  16 CFR parte 1303,39
23107,IT/002/LSRT,Determinación del contenido de plomo total en productos de Metal para niños según la CPSC-CH-E1001-08.3,39
23108,IT/003/LSRT,Determinación del contenido de plomo total en productos No Metálicos para niños según la CPSC-CH-E1002-08.3,39
23109,IT/004/LSRT,Determinación del contenido de cadmio total conforme a la DIN EN 1122:2001,39
23110,IT/005/LSRT,Determinación del contenido de Ftalatos conforme la CPSC-CH-C1001-09.3,39
23111,IT/006/LSRT,Determinación química de contenido de formaldehído en cuero conforme a ISO 17226-2:2008,39
23112,IT/008/LSRT,Determinación del contenido de Cromo (VI) conforme a ISO 17075:2007,39
23113,IT/010/LSRT,Verificación de Material Volumétrico,39
23114,IT/011/LSRT,Limpieza de Laboratorio y Materiales,39
23115,IT/012/LSRT,Manejo de Materiales de Referencia,39
23116,IT/013/LSRT,Validación y confirmación de métodos,39
23117,IT/014/LSRT,Determinación del contenido de cadmio total en productos de Metal,39
23118,IT/015/LSRT,Determinación del contenido de cadmio total en productos No Metálicos,39
23119,IT/016/LSRT,Determinación de PVC Método Cualitativo,39
23120,IT-001-LSROE,Espectrofotómetro de Absorción Atómica,39
23121,IT-002-LSROE,"Multiwave 3000 Anton Paar,  Perkin-Elmer",39
23122,IT-003-LSROE,Balanza Digital OHAUS,39
23123,IT-004-LSROE,Baño de calentamiento con agitación ANTOELI,39
23124,IT-005-LSROE,Baño Ultrasónico Branson,39
23125,IT-006-LSROE,Horno de Convección Mecánica BINDER,39
23126,IT-007-LSROE,Agitador Magnético con Placa de Calentamiento,39
23127,IT-008-LSROE,Potenciómetro Denver Instrument,39
23128,IT-009-LSROE,Cromatógrafo de Gases Agilent 7890A acoplado a Espectrómetro de Masas 5975C,39
23129,IT-010-LSROE,Espectrofotómetro Jenway,39
23130,IT-011-LSROE,Compresor de Aire,39
23131,IT-012-LSROE,Deshumidificador,39
23132,IT-013-LSROE,Horno de Digestión PRO,39
23133,IT-014-LSROE,Placa de Calentamiento Felisa,39
23134,iLearn,Código de ética,39
23135,MC 1.0,Introducción y Referencias,39
23136,MC 2.0,"Objetivo, Alcance y Definiciones",39
23137,MC 3.0,Política de Calidad y Objetivos Generales,39
23138,MC 4.1,Organización,39
23139,MC 4.2,Sistema de Gestión,39
23140,MC 4.3,Control de Documentos,39
23141,MC 4.6,Compras de Servicios y Suministros,39
23142,MC 4.8,Quejas y Apelaciones del Cliente,39
23143,MC 4.9,Control de Trabajo de Ensayo No Conforme,39
23144,MC 4.10,Mejora,39
23145,MC 4.11,Acciones Correctivas,39
23146,MC 4.12,Acciones Preventivas,39
23147,MC 4.13,Control de Registros,39
23148,MC 4.14,Auditorias Internas,39
23149,MC 4.15,Revisiones por la Dirección,39
23150,MC 5.1,Generalidades de los Requisitos Tecnicos,39
23151,MC 5.2,Personal,39
23152,MC 5.3,Instalación y Condiciones Ambientales,39
23153,MC 5.4,Métodos de Ensayo y Validación ,39
23154,MC 5.5,Equipo,39
23155,MC 5.6,Trazabilidad de la Medición,39
23156,MC 5.7,Muestreo,39
23157,MC 5.8,Manejo de Elementos de Ensayo ,39
23158,MC 5.9,Aseguramiento de la Calidad de los Resultados de Ensayo,39
23159,MC 5.10,Informes de Resultados ,39
23160,ANEXO 1,Estructura Organizacional de Intertek,39
23161,ANEXO 2,Distribución en Planta del Laboratorio Intertek,39
23162,PC/001/G,Procedimientos de Calidad,39
23163,PC/002/G,Instrucciones de Trabajo,39
23164,PC/003/G,Control de Documentos,39
23165,PC/004/G,Auditorias Internas ,39
23166,PC/005/G,Acciones Correctivas y Preventivas,39
23167,PC/006/G,Control de Trabajo de Ensayo no Conforme,39
23168,PC/008/G,"Seguridad, Integridad y Confidencialidad",39
23169,PC/009/G,Control  de Equipos de Medición y Materiales de Referencia,39
23170,PC/012/G,Atención de Quejas o Reclamaciones,39
23171,PC/013/G,Control de Registros,39
23172,PC/015/G,Muestreo interno de laboratorio,39
23173,HS01,Política y Procedimientos de los Programas de seguridad HS01,39
23174,MSBC-011,Reglas generales de seguridad,39
23175,PA 03,PRE PA03,39
23176,PA44701,Preparación y respuesta ante emergencias,39
23177,RA44702,Respuesta ante derrames de materiales peligrosos y/o residuos peligrosos,39
23178,RA44705,Respuesta ante ruptura de termómetro de mercurio,39
23179,PG 05,"Política, Aspectos ambientales (significativos)  y Requerimientos Legales",39
23180,PA 02,Comunicación,39
23181,HS03,Clasificaciones de Accidentes / Incidentes FR6401B Informe de investigación de accidente/incidente,39
23182,HSAP06,Plan de Seguridad contra Incendios (NOM-002-STPS),39
23183,HSAP12,Plan de Acción de Emergencia (NOM-002-STPS -AND- PIPC) ,39
23184,PA 01,Control de SOAs,39
23185,sin documentar,Reglas de Seguridad,39
23186,HSAP01,Evaluaciones de Riesgos para la Selección del EPP (NOM-017-STPS) HSAP01,39
23187,HSAP02,Elaboración de Reportes y Notificación de Accidentes/incidentes HSAP02,39
23188,HSAP05,"Comunicación de Riesgos (NOM-005-STPS, NOM-018-STPS) HSAP05",39
23189,HSAP09,Etiquetado/Bloqueo – Control de Energía Peligrosa (NOM-022-STPS) HSAP09,39
23190,HSAP10,Selección y Seguridad del Respirador (NOM-017-STPS),39
23191,HSAP13,Plan de Higiene sobre Productos Químicos (NOM-005-STPS),39
23192,HSAP20,Seguridad Del Laboratorio,39
23193,HSAP32-CB,Regadera de ojos,39
23194,PA 04,Almacenemiento y RP PA04,39
23195,PA 08,"Manejo, Transporte y Almacenamiento de SQP",39
23196,1. Planeación,INTERNO 1 ,39
23197,2. Organización,INTERNO 2,39
23198,3. Dirección,INTERNO 3,39
23199,4. Control,INTERNO 4,39
23200,5. Auto-Administración y Disciplina,INTERNO 5,39
23201,6. Comunicación,INTERNO 6,39
23202,7. Creatividad / Innovación,INTERNO 7,39
23203,8. Participación e Iniciativa,INTERNO 8,39
23204,9. Habilidad de Mando y Autoridad,INTERNO 9,39
23205,10. Vitalidad,INTERNO 10,39
23206,11. Liderazgo,INTERNO 11,39
23207,12. Tolerancia a la Frustración,INTERNO 12,39
23208,13. Flexibilidad al Cambio,INTERNO 13,39
23209,14. Competencias de la Organización,INTERNO 14,39
23210,15. Integridad,INTERNO 15,39
23211,16. Enfoque Comercial,INTERNO 16,39
23212,17. Profesionalismo,INTERNO 17,39
23213,18. Responsabilidad,INTERNO 18,39
23214,19. Servicio al Cliente,INTERNO 19,39
23215,20. Enfoque a Resultados,INTERNO 20,39
23216,ICT-RH-019-19,Inducción,40
23217,IT/001/ST,Recepción de muestras,40
23218,IT/002/ST,Ingreso de muestras,40
23219,IT/003/ST,Sistema TIPS,40
23220,IT/004/ST,Manejo de Muestras en la Bodega de Laboratorio,40
23221,IT/001/MYV,Cotizaciones para pruebas del Laboratorio,40
23222,IT/002/MYV,Subcontratación de pruebas de Laboratorio ,40
23223,iLearn,Código de ética,40
23224,MC 1.0,Introducción y REferencias,40
23225,MC 2.0,"Objetivo, Alcance y Definiciones",40
23226,MC 3.0,Política de Calidad y Objetivos Generales,40
23227,MC 4.1,Organización,40
23228,MC 4.2,Sistema de Gestión,40
23229,MC 4.3,Control de Documentos,40
23230,MC 4.4,"Revisión de Solicitudes, Ofertas y Contratos",40
23231,MC 4.5,Subcontratación,40
23232,MC 4.7,Servicio al Cliente,40
23233,MC 4.8,Quejas y Apelaciones del Cliente,40
23234,MC 4.10,Mejora,40
23235,MC 4.11,Acciones Correctivas,40
23236,MC 4.12,Acciones Preventivas,40
23237,MC 4.13,Control de Registros,40
23238,MC 4.14,Auditorias Internas,40
23239,MC 5.7,Muestreo,40
23240,MC 5.10,Informe de Resultados,40
23241,ANEXO 1,Estructura Organizacional de Intertek,40
23242,ANEXO 2,Distribución en Planta del Laboratorio Intertek,40
23243,PC/003/G,Control de Documentos,40
23244,PC/008/G,"Seguridad, Integridad y Confidencialidad",40
23245,PC/010/G,Requerimientos del Cliente,40
23246,PC/012/G,Atención de Quejas o Reclamaciones,40
23247,PC/013/G,Control de Registros,40
23248,HS01,Política y Procedimientos de los Programas de seguridad ,40
23249,MSBC-011,Reglas generales de seguridad,40
23250,PA 03,PRE ,40
23251,PA44701,Preparación y respuesta ante emergencias,40
23252,PG 05,"Política, Aspectos ambientales (significativos)  y Requerimientos Legales",40
23253,PA 02,Comunicación,40
23254,HS03,Clasificaciones de Accidentes / Incidentes FR6401B Informe de investigación de accidente/incidente,40
23255,sin documentar,Reglas de Seguridad,40
23256,HSAP02,Elaboración de Reportes y Notificación de Accidentes/incidentes ,40
23257,1. Planeación,INTERNO 1 ,40
23258,2. Organización,INTERNO 2,40
23259,3. Dirección,INTERNO 3,40
23260,4. Control,INTERNO 4,40
23261,5. Auto-Administración y Disciplina,INTERNO 5,40
23262,6. Comunicación,INTERNO 6,40
23263,7. Creatividad / Innovación,INTERNO 7,40
23264,8. Participación e Iniciativa,INTERNO 8,40
23265,9. Habilidad de Mando y Autoridad,INTERNO 9,40
23266,10. Vitalidad,INTERNO 10,40
23267,11. Liderazgo,INTERNO 11,40
23268,12. Tolerancia a la Frustración,INTERNO 12,40
23269,13. Flexibilidad al Cambio,INTERNO 13,40
23270,14. Competencias de la Organización,INTERNO 14,40
23271,15. Integridad,INTERNO 15,40
23272,16. Enfoque Comercial,INTERNO 16,40
23273,17. Profesionalismo,INTERNO 17,40
23274,18. Responsabilidad,INTERNO 18,40
23275,19. Servicio al Cliente,INTERNO 19,40
23276,20. Enfoque a Resultados,INTERNO 20,40
23277,ICT-RH-019-19,Inducción,NULL
23278,ICT-RH-017-19,Sistema de Capacitación ,NULL
23279,IT/SR001/LAB,Evaluación  del  contenido  de  plomo  de preparaciones de muestras  de pinturas y recubrimientos de superficies pintadas,NULL
23280,IT/SR002/LAB,Determinación del contenido de plomo de productos de metal para niños,NULL
23281,IT/SR003/LAB,Determinación del contenido de plomo de productos no metálicos para niños,NULL
23282,IT/SR004/LAB,Determinación del contenido de metales solubles en materiales de juguetes y productos de consumo,NULL
23283,IT/SR006/LAB,Determinación del contenido de metales solubles en pinturas,NULL
23284,IT/SR007/LAB,Determinación del contenido de Ftalatos,NULL
23285,IT/SR008/LAB,Verificación de material volumétrico,NULL
23286,IT/SR009/LAB,Manejo de químicos del área química,NULL
23287,IT/SR010/LAB,Limpieza del laboratorio químico,NULL
23288,IT/SR011/LAB,Salud ambiental. juguetes y artículos escolares. límites de biodisponibilidad de metales pesados. especificaciones químicas y métodos de prueba,NULL
23289,IT/SR013/LAB,Determinación del contenido de cadmio de productos no metálicos,NULL
23290,IT/SR014/LAB,Determinación del contenido de cadmio de productos de metal,NULL
23291,IT/SR015/LAB,Validación y confirmación de métodos de ensayo – mediciones analíticas,NULL
23292,IT/SR016/LAB,Calificación de equipo e instrumentos analíticos,NULL
23293,IT/SR017/LAB,Determinación del cálculo de incertidumbre de mediciones analíticas,NULL
23294,CG-SR-0001,Plasma acoplado inducido por espectrometría de emisión óptica (ICP-OES),NULL
23295,CG-SR-0002,Horno De Microondas De Digestión,NULL
23296,CG-SR-0012,Baño Agitador,NULL
23297,CG-SR-0013,Balanza Digital Precisa 360 Es,NULL
23298,IT/SR005,Especificación de seguridad para el consumidor para seguridad en los juguetes. Límites de biodisponibilidad de metales pesados. Especificaciones químicas y métodos de prueba.,NULL
23299,IT/SR012,"Artículos de alfarería vidriada, cerámica vidriada y artículos de vidrio-Límites máximos permisibles de plomo y cadmio solubles-Método de Ensayo",NULL
23300,IT/SR018,Instructivo de trabajo para la confirmación del método de la NOM-231-SSA1-2016,NULL
23301,IT/SR019,Instructivo de trabajo para la confirmación del método de la NOM-252-SSA1-2011,NULL
23302,iLearn,Código de ética,NULL
23303,PC-028-G,Mejora Continua e Innovación,NULL
23304,PC/001/G,Procedimientos de calidad,NULL
23305,PC/002/G,Instrucciones de trabajo,NULL
23306,PC/003/G,Control de documentos,NULL
23307,PC/004/G,Auditorias internas,NULL
23308,PC/005/G,Acciones correctivas y preventivas,NULL
23309,PC/006/G,Control de trabajo de ensayo no conforme,NULL
23310,PC/008/G,"Seguridad, integridad y confidencialidad",NULL
23311,PC/009/G,Control  de equipos de medición y materiales de referencia,NULL
23312,PC/0010/G,Requerimientos del cliente,NULL
23313,PC/0013/G,Control de registros,NULL
23314,PC/0016/G,Muestreo interno de laboratorio,NULL
23315,HS03,Clasificaciones de Accidentes / Incidentes FR6401B Informe de investigación de accidente/incidente,NULL
23316,HSAP02,Elaboración de Reportes y Notificación de Accidentes/incidentes HSAP02,NULL
23317,HSAP05,"Comunicación de Riesgos (NOM-005-STPS, NOM-018-STPS) HSAP05",NULL
23318,HSAP06,Plan de Seguridad contra Incendios (NOM-002-STPS) HSAP06,NULL
23319,HSAP09,Etiquetado/Bloqueo – Control de Energía Peligrosa (NOM-022-STPS) HSAP09,NULL
23320,HSAP10,Selección y Seguridad del Respirador (NOM-017-STPS),NULL
23321,HSAP12,Plan de Acción de Emergencia (NOM-002-STPS -AND- PIPC) HSAP12,NULL
23322,HSAP13,Plan de Higiene sobre Productos Químicos (NOM-005-STPS),NULL
23323,HSAP20,Seguridad Del Laboratorio,NULL
23324,HSAP32-CB,Regadera de ojos,NULL
23325,MS.01,Manual del sistema de gestión ambiental,NULL
23326,HSPA36,Reglamento de seguridad e higiene,NULL
23327,PA 01,Control de SOAs PA01,NULL
23328,PA 02,Comunicación PA02,NULL
23329,PA 03,PRE PA03,NULL
23330,PA44701,Preparación y respuesta ante emergencias,NULL
23331,RA44702,Respuesta ante derrames de materiales peligrosos y/o residuos peligrosos,NULL
23332,RA44705,Respuesta ante ruptura de termómetro de mercurio,NULL
23333,PA 04,Almacenemiento y RP PA04,NULL
23334,PA 08,"Manejo, Transporte y Almacenamiento de SQP",NULL
23335,PG 02,"Objetivos, Metas y planes",NULL
23336,PG 05,"Política, Aspectos ambientales (significativos) y Requerimientos Legales PG05",NULL
23337,1. Planeación,INTERNO 1 ,NULL
23338,2. Organización,INTERNO 2,NULL
23339,3. Dirección,INTERNO 3,NULL
23340,4. Control,INTERNO 4,NULL
23341,5. Auto-Administración Y Disciplina,INTERNO 5,NULL
23342,6. Comunicación,INTERNO 6,NULL
23343,7. Creatividad / Innovación,INTERNO 7,NULL
23344,8. Participación e Iniciativa,INTERNO 8,NULL
23345,9. Habilidad De Mando Y Autoridad,INTERNO 9,NULL
23346,10. Vitalidad,INTERNO 10,NULL
23347,11. Liderazgo,INTERNO 11,NULL
23348,12. Tolerancia A La Frustración,INTERNO 12,NULL
23349,13. Flexibilidad Al Cambio,INTERNO 13,NULL
23350,14. Competencias De La Organización,INTERNO 14,NULL
23351,15. Integridad,INTERNO 15,NULL
23352,16. Enfoque Comercial,INTERNO 16,NULL
23353,17. Profesionalismo,INTERNO 17,NULL
23354,18. Responsabilidad,INTERNO 18,NULL
23355,19. Servicio Al Cliente,INTERNO 19,NULL
23356,20. Enfoque A Resultados,INTERNO 20,NULL
23357,ICT-RH-019-19,Inducción,1
23358,ICT-RH-017-19,Sistema de Capacitación ,1
23359,iLearn,Código de Ética,1
23360,PC-028-G,Mejora Continua e Innovación,1
23361,PC/001/G,Procedimientos de Calidad,1
23362,PC/002/G,Instrucciones de Trabajo,1
23363,PC/003/G,Control de Documentos,1
23364,PC/004/G,Auditorias Internas ,1
23365,PC/007/G,Revisión por la Dirección,1
23366,PC/009/G,Control  de Equipos de Medición y Materiales de Referencia,1
23367,PC/010/G,Requerimientos del Cliente,1
23368,PC/012/G,Atención de Quejas o Reclamaciones,1
23369,PC/013/G,Control de Registros,1
23370,HS01,Política y Procedimientos de los Programas de seguridad HS01,1
23371,HS03,Clasificaciones de Accidentes / Incidentes FR6401B Informe de investigación de accidente/incidente,1
23372,HSAP06,Plan de Seguridad contra Incendios (NOM-002-STPS) HSAP06,1
23373,HSAP12,Plan de Acción de Emergencia (NOM-002-STPS -AND- PIPC) HSAP12,1
23374,HSAP20,Seguridad Del Laboratorio,1
23375,MS.01,Manual del sistema de gestión ambiental,1
23376,HSPA36,Reglamento de seguridad e higiene,1
23377,PA 01,Control de SOAs PA01,1
23378,PA 02,Comunicación PA02,1
23379,PA 03,PRE PA03,1
23380,PA44701,Preparación y respuesta ante emergencias,1
23381,MS.01,Manual del sistema de gestión ambiental,1
23382,PA 04,Almacenemiento y RP PA04,1
23383,PA 08,"Manejo, Transporte y Almacenamiento de SQP",1
23384,PG 02,"Objetivos, Metas y planes",1
23385,PG 05,"Política , Aspectos ambientales (significativos) y Requerimientos Legales PG05",1
23386,1. Planeación,INTERNO 1 ,1
23387,2. Organización,INTERNO 2,1
23388,3. Dirección,INTERNO 3,1
23389,4. Control,INTERNO 4,1
23390,5. Auto-Administración y Disciplina,INTERNO 5,1
23391,6. Comunicación,INTERNO 6,1
23392,7. Creatividad / Innovación,INTERNO 7,1
23393,8. Participación e Iniciativa,INTERNO 8,1
23394,9. Habilidad de Mando y Autoridad,INTERNO 9,1
23395,10. Vitalidad,INTERNO 10,1
23396,11. Liderazgo,INTERNO 11,1
23397,12. Tolerancia a la Frustración,INTERNO 12,1
23398,13. Flexibilidad al Cambio,INTERNO 13,1
23399,14. Competencias de la Organización,INTERNO 14,1
23400,15. Integridad,INTERNO 15,1
23401,16. Enfoque Comercial,INTERNO 16,1
23402,17. Profesionalismo,INTERNO 17,1
23403,18. Responsabilidad,INTERNO 18,1
23404,19. Servicio al Cliente,INTERNO 19,1
23405,20. Enfoque a Resultados,INTERNO 20,1
23406,ICT-RH-019-19,Inducción,2
23407,ICT-RH-017-19,Sistema de Capacitación,2
23408,IT/001/GEN,Supervisión de Laboratorio,2
23409,IT/006/LAB,Determinación del ancho de las telas,2
23410,IT/008/LAB,Determinación de la densidad  o número de hilos por unidad de longitud de los tejidos de calada,2
23411,IT/009/LAB,Propiedades de los tejidos frente a la tracción – parte 2- determinación de la fuerza máxima por el método de agarre,2
23412,IT/010/LAB,Escala gris para el cambio de color,2
23413,IT/011/LAB,Determinación de la solidez del color al sudor,2
23414,IT/012/LAB,Escala de grises para evaluación del manchado,2
23415,IT/014/LAB,Determinación de la solidez del color al agua,2
23416,IT/015/LAB,Determinación de la masa del tejido por unidad de longitud y por unidad de área,2
23417,IT/017/LAB,Determinación de la solidez del color al lavado doméstico e industria,2
23418,IT/018/LAB,Determinación de la solidez del color al agua de mar,2
23419,IT/020/LAB,Determinación de las materias extraíbles de los textiles,2
23420,IT/021/LAB,Telas no tejidas – determinación del espesor de los materiales textiles,2
23421,IT/022/LAB,Sistema de revisión de una prenda superior,2
23422,IT/024/LAB,Determinación de la resistencia al rasgado por el método del péndulo de descenso libre,2
23423,IT/026/LAB,Tejido de punto – método de prueba y tolerancias,2
23424,IT/028/LAB,Solidez del color a la luz - parte b02 - solidez del color a la luz artificial prueba de la lámpara de decoloración de Arco de Xenón,2
23425,IT/029/LAB,Determinación de la Resistencia a la Abrasión Plana “Taber” en los Materiales Textiles,2
23426,IT/031/LAB,Determinación de la Resistencia a la Formación de Frisas en Tejidos de Calada y de Punto,2
23427,IT/032/LAB,Determinación de la Resistencia al Reventamiento Método Mullen Burst,2
23428,IT/035/LAB,Determinación del deslizamiento a la costuras,2
23429,IT/037/LAB,Análisis químico cuantitativo - parte 1,2
23430,IT/037-3/LAB,Análisis cuantitativo  mezclas de acetato y otras fibras no especificadas ,2
23431,INTERNO  480,(Método usando acetona),2
23432,IT/037-4/LAB,Análisis químico cuantitativo  mezcla de fibras proteicas y otras fibras (Método con Hipoclorito),2
23433,IT/037-5/LAB,"Análisis Cuantitativo  Mezclas de Viscosa, Cupro o Modal y Fibras de Algodón (Método Usando Zincato de Sodio)",2
23434,IT/037-6/LAB,"Análisis Cuantitativo Mezclas de Viscosa o Ciertos Tipos de Cupro, Modal o Liocel y Fibras de Algodón (Método Usando Ácido Fórmico y Cloruro de Zinc)",2
23435,IT/037-7/LAB,Análisis Cuantitativo Mezclas de Poliamida y Otras Fibras (Método Usando Ácido Fórmico),2
23436,IT/037-9/LAB,Análisis Cuantitativo Mezclas de Acetato y Triacetato (Método Usando Alcohol Bencílico),2
23437,IT/037-10/LAB,Análisis Cuantitativo Mezclas de Triacetato o Polilactida y Algunas otras Fibras (Método Usando Diclorometano),2
23438,IT/037-12/LAB,"Análisis Cuantitativo Mezclas de Acrílico, con Ciertas Modacrílicas, Clorofibras Elastanos y otras Fibras (Método Usando Dimetilformamida)",2
23439,IT/039/LAB,Determinación del pH del Extracto de Agua para los Tejiidos Procesados en Húmedo,2
23440,IT/047/LAB,Resistencia de los Textiles a la Flamabilidad,2
23441,IT/002/GEN,Equipo de laboratorio,2
23442,IT/003/GEN,Patrones de referencia,2
23443,IT/004/GEN,Determinación del cálculo de incertidumbre – mediciones físicas,2
23444,IT/005/GEN,Aseguramiento de calidad de los resultados de ensayos,2
23445,IT/055/LAB,Resistencia al calor,2
23446,IT/057/LAB,Determinación de la Resistencia al Humedecimiento Superficial (Método de Rocío),2
23447,IT/006/GEN,Validación y confirmación de métodos de mediciones físicas,2
23448,IT/007/GEN,Verificación de equipo,2
23449,IT/066/LAB,Determinación de los cambios dimensionales en el lavado y secado de los tejidos de calada  y de punto,2
23450,IT-068-LAB,Evaluación de etiquetado,2
23451,IT-069-LAB,Mantenimiento y limpieza de computadoras,2
23452,IT-072-LAB,Evaluación confección de prenda,2
23453,IT-073-LAB,Cfr 1610 - estándar para la flamabilidad de productos textiles para vestir,2
23454,IT-008-GEN,Solicitud de compras de materiales de  laboratorio,2
23455,IT-075-LAB,Determinación de la inflamabilidad de los tejidos – método vertical,2
23456,CG-TEX-0003,Balanza Granataría Ohaus,2
23457,CG-TEX-0004,Sistema de Monitoreo PlantVisor,2
23458,CG-TEX-0005,Durometro,2
23459,CG-TEX-0010,Flexometro ,2
23460,CG-TEX-0011,Dinamómetro Instron,2
23461,CG-TEX-0012,Máquina de Reventamiento Mullen,2
23462,CG-TEX-0013,Balanza Digital Ohaus,2
23463,CG-TEX-0014,Balanza Digital Ohaus,2
23464,CG-TEX-0015,Cronometro Oakton,2
23465,CG-TEX-0017,Medidor de Espesor Mitutoyo,2
23466,CG-TEX-0018,Dinamómetro Manual SAF Q2,2
23467,CG-TEX-0019,Probador de Rasgado Elmendorf Thwing A,2
23468,CG-TEX-0020-A,Torsiometro Y220B,2
23469,CG-TEX-0021,Torsiometro Zweigle,2
23470,CG-TEX-0023,Cámara de Ozono SAF Q,2
23471,CG-TEX-0024,Probador de ICI James H. Heal,2
23472,CG-TEX-0025,Probador de Pilling Random,2
23473,CG-TEX-0026,Probador de Pilling ICI SDL,2
23474,CG-TEX-0027 A-D,Suaje James H. Heal,2
23475,CG-TEX-0028,Abrasimetro Taber,2
23476,CG-TEX-0029,Abrasimetro SDL Internacional,2
23477,CG-TEX-0030,Probador Universal Atlas ,2
23478,CG-TEX-0032,Probador para Crecimiento y Estiramiento,2
23479,CG-TEX-0033,Elmendorf Digital Tex test FX3750,2
23480,CG-TEX-0034,Espectrofotómetro Datacolor,2
23481,CG-TEX-0036,Cuenta Hilos James H. Heal,2
23482,CG-TEX-0037,Cuenta Hilos Alfred Sutter,2
23483,CG-TEX-0038,Cronómetro Control Company,2
23484,CG-TEX-0039,Máquina de Enganchamiento,2
23485,CG-TEX-0040,Microscopio Estereoscopio,2
23486,CG-TEX-0043,Frotimetro Vertical AATCC,2
23487,CG-TEX-0044,Frotimetro Horizontal,2
23488,CG-TEX-0046,Calibrador Mitutoyo,2
23489,CG-TEX-0048,Dinamómetro Instron ,2
23490,CG-TEX-0065,Balanza Digital Sartorius,2
23491,CG-TEX-0066,Bascula Chantillon,2
23492,CG-TEX-0067,Penetración por Impacto,2
23493,CG-TEX-0069,Lavadora Whirlpool,2
23494,CG-TEX-0073,Lavadora Whirlpool 4,2
23495,CG-TEX-0075,Lavadora Kenmore 6 Y 8,2
23496,CG-TEX-0077,Lavadora Kenmore 6 Y 8,2
23497,CG-TEX-0079,Lavadora Miele,2
23498,CG-TEX-0082,Secadora Whirlpool 1,2
23499,CG-TEX-0083,Secadora Whirlpool 1,2
23500,CG-TEX-0084,Secadora Whirlpool 1,2
23501,CG-TEX-0085,Secadora Whirlpool 1,2
23502,CG-TEX-0087,Secadora Whirlpool 1,2
23503,CG-TEX-0089,Secadora Whirlpool 1,2
23504,CG-TEX-0091,Secadora Whirlpool 1,2
23505,CG-TEX-0092,Secadora Whirlpool 1,2
23506,CG-TEX-0086,Secadora Whirlpool 5,2
23507,CG-TEX-0088,Secadora  Kenmore 7,2
23508,CG-TEX-0090,Secadora Atlas,2
23509,CG-TEX-0093,Probador de lluvia AATCC,2
23510,CG-TEX-0094,Calentador ,2
23511,CG-TEX-0098,Balanza Portátil James H. Heal,2
23512,CG-TEX-0101,Gabinete de Valoración Verivide,2
23513,CG-TEX-0102,Gabinete de Valoración Macbeth,2
23514,CG-TEX-0105,Munsell Color,2
23515,CG-TEX-0180,Munsell Color,2
23516,CG-TEX-0106,Balanza Electrónica Metter,2
23517,CG-TEX-0107,Balanza Digital Ohaus,2
23518,CG-TEX-0108,Potenciómetro Termorion Star ,2
23519,CG-TEX-0110,Horno incubadora Wisconsin,2
23520,CG-TEX-0111,Horno de Convención Mecánica,2
23521,CG-TEX-0112,Horno Carbolite 2,2
23522,CG-TEX-0114,Parrilla Eléctrica Thermo Scientific,2
23523,CG-TEX-0117,Baño Agitador Yamato,2
23524,CG-TEX-0118,Agitador Mecánico,2
23525,CG-TEX-0119,Thermaplate,2
23526,CG-TEX-0120,Máquina de Lavado en Seco SAF Q,2
23527,CG-TEX-0123,Launderómetro Atlas ,2
23528,CG-TEX-0125,Launderometro Gyrowash,2
23529,CG-TEX-0126 B,Parrilla de Tres Plazas ,2
23530,CG-TEX-0127,Fadeometro Atlas,2
23531,CG-TEX-0128,Fadeometro Atlas #2,2
23532,CG-TEX-0129,Máquina de Coser Recta Yamata,2
23533,CG-TEX-0132,Perspirómetro,2
23534,CG-TEX-0133,Horno Convección Mecánica,2
23535,CG-TEX-0134,Horno de Secado Cole Parmer,2
23536,CG-TEX-0135,Horno Carbolite 1,2
23537,CG-TEX-0136,Cámara de Gas Saf Q,2
23538,CG-TEX-0137,Termómetro Digital,2
23539,CG-TEX-0138,Probador de Flamabilidad,2
23540,CG-TEX-0139,Cámara de Flamabilidad a 45° Atlas,2
23541,CG-TEX-0140,Cámara de Flamabilidad a 45° Atlas,2
23542,CG-TEX-0141,Cámara de Flamabilidad Vertical Atlas,2
23543,CG-TEX-0190,Cámara de Flamabilidad Vertical Atlas,2
23544,CG-TEX-0145,Balanza Digital Shimadzu 2,2
23545,CG-TEX-0146,Microscopio Zeiss,2
23546,CG-TEX-0147,Microscopio Zeiss,2
23547,CG-TEX-0148,Fusiometro Fisher Johs,2
23548,CG-TEX-0149,Fusiometro Scorpion Scientific,2
23549,CG-TEX-0150,Microtomo de Fibras Ulloa,2
23550,CG-TEX-0151,Micrótomo,2
23551,CG-TEX-0152,Contador Mecánico,2
23552,CG-TEX-0158,Agitador Mecánico ,2
